word,surface_form,sentence,sentence_domain,ambiguity_score,semantic_similarity_spread,contextual_confidence_gap,domain_diversity,is_ambiguous,ambiguity_type,top_sense_1_domain,top_sense_1_gloss,top_sense_2_domain,top_sense_2_gloss,explanation
manage,manage,The solution should have a standard bi-directional interface to a variety of  storage and retrieval systems that automate and manage inventory throughout the receiving  storage  retrieval  and distribution process.,Software/IT,0.776,0.925,0.5,0.0,True,Intra-Domain,Software/IT,carry on or function,Software/IT,handle effectively,"The word ""manage"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] carry on or function (context similarity=0.11)
  Candidate sense 2: [Software/IT] handle effectively (context similarity=0.09)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
inventory,inventory,The solution should have a standard bi-directional interface to a variety of  storage and retrieval systems that automate and manage inventory throughout the receiving  storage  retrieval  and distribution process.,Software/IT,0.737,0.972,0.3,0.5,False,None,Software/IT,the merchandise that a shop has on hand,,,"The word ""inventory"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the merchandise that a shop has on hand (context similarity=0.13)
  Candidate sense 2: [Healthcare] making an itemized list of merchandise or supplies on hand (context similarity=0.13)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""Healthcare"")."
storage,storage,The solution should have a standard bi-directional interface to a variety of  storage and retrieval systems that automate and manage inventory throughout the receiving  storage  retrieval  and distribution process.,Software/IT,0.762,0.957,0.4,0.0,True,Intra-Domain,Software/IT,the act of storing something,Software/IT,a depository for goods,"The word ""storage"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the act of storing something (context similarity=0.19)
  Candidate sense 2: [Software/IT] a depository for goods (context similarity=0.17)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
retrieval,retrieval,The solution should have a standard bi-directional interface to a variety of  storage and retrieval systems that automate and manage inventory throughout the receiving  storage  retrieval  and distribution process.,Software/IT,0.524,0.752,0.1,0.5,False,None,General,the cognitive operation of accessing information in memory,,,"The word ""retrieval"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] the cognitive operation of accessing information in memory (context similarity=0.23)
  Candidate sense 2: [Software/IT] the act of regaining or saving something lost (or in danger of becoming lost) (context similarity=0.14)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
distribution,distribution,The solution should have a standard bi-directional interface to a variety of  storage and retrieval systems that automate and manage inventory throughout the receiving  storage  retrieval  and distribution process.,Software/IT,0.598,0.813,0.2,0.0,False,None,Software/IT,"the spatial or geographic property of being scattered about over a range, area, or volume",,,"The word ""distribution"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the spatial or geographic property of being scattered about over a range, area, or volume (context similarity=0.14)
  Candidate sense 2: [Software/IT] (statistics) an arrangement of values of a variable showing their observed or theoretical frequency of occurrence (context similarity=0.09)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
process,process,The solution should have a standard bi-directional interface to a variety of  storage and retrieval systems that automate and manage inventory throughout the receiving  storage  retrieval  and distribution process.,Software/IT,0.737,0.918,0.4,0.0,False,None,General,a mental process that you are not directly aware of,,,"The word ""process"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] a mental process that you are not directly aware of (context similarity=0.10)
  Candidate sense 2: [General] a sustained phenomenon or one marked by gradual changes through a series of states (context similarity=0.09)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
capability,capabilities,(i) If a single QMS was used for applicable capabilities  it would only need to be identified once.,Software/IT,0.36,0.5,0.1,0.5,False,None,Software/IT,the quality of being capable -- physically or intellectually or legally,,,"The word ""capability"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the quality of being capable -- physically or intellectually or legally (context similarity=0.00)
  Candidate sense 2: [Healthcare] the susceptibility of something to a particular treatment (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""Healthcare"")."
need,need,(i) If a single QMS was used for applicable capabilities  it would only need to be identified once.,Software/IT,0.626,0.91,0.1,0.5,False,None,Software/IT,have or feel a need for,,,"The word ""need"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] have or feel a need for (context similarity=0.22)
  Candidate sense 2: [Software/IT] have need of (context similarity=0.18)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
identify,identified,(i) If a single QMS was used for applicable capabilities  it would only need to be identified once.,Software/IT,0.79,1.0,0.4,0.0,True,Intra-Domain,Software/IT,consider (oneself) as similar to somebody else,Software/IT,consider to be equal or the same,"The word ""identify"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] consider (oneself) as similar to somebody else (context similarity=0.16)
  Candidate sense 2: [Software/IT] consider to be equal or the same (context similarity=0.16)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
generate,Generate,(2) Generate audit log.,Legal/Regulatory,0.378,0.474,0.2,0.5,False,None,Software/IT,produce (energy),,,"The word ""generate"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] produce (energy) (context similarity=0.36)
  Candidate sense 2: [Software/IT] make children (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
